"Дата операции";"УНП";"Организация";"Действие";"Путь серверный";"Путь локальный";"Имя файла";"Размер, байт"
"01-08-2023 10:00:29";"790195063";"Лесхоз";"Отправка на FTP, внебюджет";"/790195063/";"K:\E_A_in\";"w7005028.790195063";"429"
"01-08-2023 10:00:29";"790195063";"Лесхоз";"Отправка на FTP, внебюджет";"/790195063/";"K:\E_A_in\";"w7005029.790195063";"440"
"01-08-2023 10:04:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950630001.700";"676"
"01-08-2023 10:04:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637371.700";"303"
"01-08-2023 10:04:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637372.700";"94698"
"01-08-2023 10:04:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637373.700";"52498"
"01-08-2023 10:04:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637374.700";"288"
"01-08-2023 10:04:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637375.700";"258"
"01-08-2023 10:04:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637376.700";"343"
"01-08-2023 10:04:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637377.700";"316"
"01-08-2023 10:04:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637378.700";"3618"
"01-08-2023 10:04:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637379.700";"233"
"01-08-2023 10:04:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637380.700";"45065"
"01-08-2023 10:04:15";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637381.700";"233"
"01-08-2023 10:04:16";"790201651";"МОЦИС";"Получение с FTP";"/790201651/";"K:\E_A_in\";"f7220464.790201651";"394"
"01-08-2023 10:06:21";"790201651";"МОЦИС";"Отправка на FTP";"/790201651/";"K:\E_A_out\790201651\";"d7902016512049.722";"436"
"01-08-2023 10:06:22";"790201651";"МОЦИС";"Отправка на FTP";"/790201651/";"K:\E_A_out\790201651\";"d7902016512050.722";"3050"
"01-08-2023 10:06:22";"790201651";"МОЦИС";"Отправка на FTP";"/790201651/";"K:\E_A_out\790201651\";"d7902016512052.722";"288"
"01-08-2023 10:06:23";"790201651";"МОЦИС";"Отправка на FTP";"/790201651/";"K:\E_A_out\790201651\";"d7902016512053.722";"258"
"01-08-2023 10:06:23";"790201651";"МОЦИС";"Отправка на FTP";"/790201651/";"K:\E_A_out\790201651\";"d7902016512054.722";"216"
"01-08-2023 11:08:10";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0108.795";"21391"
"01-08-2023 11:34:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637382.700";"24451"
"01-08-2023 11:46:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637383.700";"2201"
"01-08-2023 11:48:26";"790195063";"Лесхоз";"Отправка на FTP, внебюджет";"/790195063/";"K:\E_A_in\";"w7005030.790195063";"13387"
"01-08-2023 11:52:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637384.700";"13296"
"01-08-2023 11:52:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637385.700";"233"
"01-08-2023 11:56:11";"700016074";"ИМНС";"Получение из ИМНС";"/IMNS2/OUT";"K:\E_B_in\";"E#25000#FE53FDD4.XML";"5199"
"01-08-2023 11:58:10";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0108.795";"31357"
"01-08-2023 12:02:11";"700016074";"ИМНС";"Отправка в ИМНС";"/IMNS2/IN/";"K:\E_B_out\";"E#1#000D6D95.XML";"4858"
"01-08-2023 12:10:11";"700016074";"ИМНС";"Получение из ИМНС";"/IMNS2/OUT";"K:\E_B_in\";"E#25000#E71E49C2.XML";"4733"
"01-08-2023 12:10:11";"700016074";"ИМНС";"Получение из ИМНС";"/IMNS2/OUT";"K:\E_B_in\";"E#25000#FE53FDD4.XML";"5199"
"01-08-2023 12:40:11";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"d7007430120001.722";"599"
"01-08-2023 12:40:12";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"d7007430129066.722";"138966"
"01-08-2023 12:40:12";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"d7007430129067.722";"1250"
"01-08-2023 12:40:13";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"d7007430129068.722";"436"
"01-08-2023 12:40:13";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"d7007430129069.722";"24259"
"01-08-2023 12:40:13";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"d7007430129071.722";"840"
"01-08-2023 12:40:14";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"l7007430120001.722";"600"
"01-08-2023 12:40:14";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"l7007430127642.722";"140222"
"01-08-2023 12:40:14";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"l7007430127643.722";"880"
"01-08-2023 12:40:15";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"l7007430127644.722";"466"
"01-08-2023 12:40:15";"700743012";"БРСМ";"Отправка на FTP";"/700743012/";"K:\E_A_out\700743012\";"l7007430127645.722";"125421"
"01-08-2023 12:40:16";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413820001.722";"439"
"01-08-2023 12:40:16";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828327.722";"138680"
"01-08-2023 12:40:17";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828328.722";"459"
"01-08-2023 12:40:17";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828329.722";"390"
"01-08-2023 12:40:17";"790041382";"Водоканал";"Отправка на FTP";"/790041382/";"K:\E_A_out\790041382\";"d7900413828330.722";"17191"
"01-08-2023 12:58:10";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0108.795";"35972"
"01-08-2023 13:22:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637386.700";"2867"
"01-08-2023 13:34:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637387.700";"37016"
"01-08-2023 13:58:11";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0108.795";"37421"
"01-08-2023 14:34:11";"790195063";"Лесхоз";"Отправка на FTP, внебюджет";"/790195063/";"K:\E_A_in\";"w7005031.790195063";"429"
"01-08-2023 14:34:12";"790195063";"Лесхоз";"Отправка на FTP, внебюджет";"/790195063/";"K:\E_A_in\";"w7005032.790195063";"436"
"01-08-2023 14:40:11";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950630001.700";"676"
"01-08-2023 14:40:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637389.700";"303"
"01-08-2023 14:40:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637390.700";"94698"
"01-08-2023 14:40:12";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637391.700";"64315"
"01-08-2023 14:40:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637392.700";"288"
"01-08-2023 14:40:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637393.700";"258"
"01-08-2023 14:40:13";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637394.700";"343"
"01-08-2023 14:40:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637395.700";"316"
"01-08-2023 14:40:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637396.700";"4369"
"01-08-2023 14:40:14";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637397.700";"233"
"01-08-2023 14:40:15";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637398.700";"24566"
"01-08-2023 14:40:15";"790195063";"Лесхоз";"Получение с FTP, внебюджет";"/790195063/";"K:\E_A_out\790195063\";"v7901950637399.700";"233"
"01-08-2023 15:02:10";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0108.795";"41576"
"01-08-2023 16:02:10";"";"Treasury";"Получение выписки текущего дня";"/BANK";"K:\G_oper\";"725M0108.795";"45285"
